ticket_id,install,opened,category,body,first_response_h,resolved
T001316,I01356,2025-03-04,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T001317,I01356,2024-09-24,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001318,I01357,2025-10-16,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",18,True
T001319,I01358,2025-11-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T001320,I01358,2025-04-11,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T001321,I01359,2025-05-06,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001322,I01362,2026-03-25,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001323,I01362,2025-06-03,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T001324,I01362,2025-12-10,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",4,True
T001325,I01362,2025-07-15,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T001326,I01362,2025-08-20,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T001327,I01366,2025-11-21,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T001328,I01366,2025-08-02,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T001329,I01368,2025-04-16,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T001330,I01372,2025-12-27,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T001331,I01373,2026-03-21,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T001332,I01374,2025-09-25,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T001333,I01377,2025-10-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,False
T001334,I01379,2026-04-10,electrical,"control board error code 21, replaced the relay, fault cleared",12,True
T001335,I01380,2025-03-26,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,False
T001336,I01382,2025-08-05,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T001337,I01382,2025-11-14,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001338,I01382,2025-10-08,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,False
T001339,I01389,2025-11-06,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T001340,I01390,2024-11-14,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,True
T001341,I01392,2025-12-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T001342,I01392,2025-09-08,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T001343,I01392,2025-11-26,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T001344,I01392,2025-07-19,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T001345,I01393,2025-06-03,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",96,True
T001346,I01397,2025-02-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T001347,I01397,2025-08-06,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T001348,I01397,2026-02-04,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T001349,I01399,2025-08-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T001350,I01399,2026-02-03,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T001351,I01399,2025-12-19,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T001352,I01399,2025-08-15,wear,"drive wear and vibration, continuous three shift operation since install",96,False
T001353,I01399,2025-03-02,electrical,"control board error code 21, replaced the relay, fault cleared",96,True
T001354,I01400,2025-01-08,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T001355,I01401,2026-03-06,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",18,False
T001356,I01401,2025-07-04,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",18,True
T001357,I01402,2025-04-25,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T001358,I01403,2025-06-15,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T001359,I01405,2025-07-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T001360,I01405,2025-09-02,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001361,I01405,2025-11-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,False
T001362,I01405,2025-01-29,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T001363,I01406,2024-12-06,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T001364,I01406,2025-03-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001365,I01412,2025-05-26,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T001366,I01412,2025-04-04,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T001367,I01412,2025-12-31,electrical,"control board error code 21, replaced the relay, fault cleared",30,True
T001368,I01413,2025-09-29,electrical,"control board error code 21, replaced the relay, fault cleared",3,True
T001369,I01416,2025-07-08,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T001370,I01418,2025-12-30,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",8,True
T001371,I01420,2025-03-14,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T001372,I01420,2025-03-08,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",30,True
T001373,I01422,2025-09-09,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T001374,I01425,2025-09-06,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T001375,I01426,2025-08-14,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",8,True
T001376,I01426,2025-09-15,user-error,"guard interlock left open, machine correctly refused to start, user error",40,True
T001377,I01427,2025-09-03,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T001378,I01428,2025-05-24,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T001379,I01428,2025-03-19,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T001380,I01428,2024-12-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,False
T001381,I01429,2024-11-15,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T001382,I01429,2025-03-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001383,I01429,2025-05-28,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",54,True
T001384,I01430,2025-12-11,electrical,"control board error code 21, replaced the relay, fault cleared",54,True
T001385,I01431,2025-05-30,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T001386,I01431,2025-02-10,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T001387,I01431,2025-06-18,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T001388,I01433,2026-05-26,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T001389,I01433,2026-07-10,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",4,True
T001390,I01434,2026-05-16,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T001391,I01434,2026-09-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T001392,I01434,2026-06-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,False
T001393,I01434,2025-11-03,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T001394,I01436,2025-11-14,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T001395,I01438,2025-05-31,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T001396,I01438,2025-05-04,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",4,True
T001397,I01439,2025-05-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T001398,I01442,2026-05-08,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T001399,I01442,2025-10-15,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T001400,I01445,2025-01-19,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,True
T001401,I01447,2025-12-05,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T001402,I01447,2025-03-10,user-error,"guard interlock left open, machine correctly refused to start, user error",12,True
T001403,I01449,2025-10-14,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001404,I01449,2025-09-04,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T001405,I01449,2025-12-25,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",8,True
T001406,I01451,2025-07-23,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T001407,I01451,2025-04-30,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
T001408,I01452,2026-01-02,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,False
T001409,I01452,2026-01-16,wear,"drive wear and vibration, continuous three shift operation since install",30,False
T001410,I01453,2024-07-03,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T001411,I01453,2024-07-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T001412,I01454,2025-01-02,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T001413,I01454,2024-06-18,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,False
T001414,I01454,2024-10-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001415,I01454,2024-07-12,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T001416,I01455,2025-04-05,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001417,I01456,2024-12-13,electrical,"control board error code 21, replaced the relay, fault cleared",30,False
T001418,I01458,2024-12-17,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",18,True
T001419,I01459,2025-05-15,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",96,True
T001420,I01460,2025-08-08,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T001421,I01462,2026-02-14,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T001422,I01462,2025-11-15,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",18,True
T001423,I01463,2026-06-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001424,I01463,2026-01-10,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T001425,I01464,2025-12-13,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T001426,I01466,2025-05-14,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,False
T001427,I01468,2025-09-28,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T001428,I01470,2025-09-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T001429,I01470,2024-11-29,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T001430,I01471,2024-10-21,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T001431,I01471,2025-08-05,user-error,"guard interlock left open, machine correctly refused to start, user error",8,True
T001432,I01472,2025-10-31,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T001433,I01472,2025-07-18,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",40,True
T001434,I01472,2026-05-13,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,True
T001435,I01473,2024-12-29,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001436,I01473,2025-12-01,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001437,I01473,2025-09-02,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T001438,I01474,2025-09-14,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",8,True
T001439,I01475,2025-11-18,user-error,"guard interlock left open, machine correctly refused to start, user error",12,True
T001440,I01476,2026-04-02,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T001441,I01476,2026-02-22,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T001442,I01476,2025-09-07,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001443,I01477,2024-09-19,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001444,I01477,2025-01-21,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T001445,I01478,2025-04-19,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T001446,I01478,2024-11-30,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T001447,I01478,2025-09-18,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T001448,I01478,2025-09-06,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T001449,I01479,2026-01-04,electrical,"control board error code 21, replaced the relay, fault cleared",30,True
T001450,I01482,2025-05-09,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T001451,I01484,2025-06-06,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T001452,I01485,2025-07-07,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T001453,I01485,2025-12-31,wear,"drive wear and vibration, continuous three shift operation since install",96,True
T001454,I01485,2025-08-25,user-error,"guard interlock left open, machine correctly refused to start, user error",96,True
T001455,I01486,2025-12-05,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T001456,I01486,2025-06-26,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001457,I01487,2025-04-05,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T001458,I01490,2026-02-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",18,True
T001459,I01492,2025-08-04,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,True
T001460,I01492,2025-06-05,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T001461,I01494,2025-05-15,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",30,True
T001462,I01497,2026-01-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",4,True
T001463,I01498,2025-12-25,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",8,True
T001464,I01499,2025-03-23,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T001465,I01501,2025-10-01,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T001466,I01503,2026-07-20,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,False
T001467,I01506,2025-05-18,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001468,I01509,2026-01-30,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",8,True
T001469,I01510,2026-02-22,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",4,False
T001470,I01513,2025-01-01,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
T001471,I01514,2025-03-05,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",3,True
T001472,I01517,2025-10-15,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T001473,I01517,2025-01-08,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T001474,I01517,2025-05-04,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T001475,I01519,2024-11-25,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T001476,I01523,2024-08-30,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T001477,I01523,2024-10-20,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T001478,I01523,2025-02-21,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",8,True
T001479,I01524,2024-11-06,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T001480,I01526,2025-02-09,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T001481,I01527,2025-12-28,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,False
T001482,I01528,2025-10-14,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",18,False
T001483,I01528,2025-10-12,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T001484,I01530,2026-02-23,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",40,True
T001485,I01531,2025-06-10,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,False
T001486,I01535,2024-12-08,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001487,I01535,2025-09-07,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T001488,I01537,2024-12-01,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,False
T001489,I01539,2025-07-14,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",96,True
T001490,I01540,2024-11-28,wear,"drive wear and vibration, continuous three shift operation since install",96,True
T001491,I01544,2025-05-27,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",4,False
T001492,I01545,2024-10-08,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T001493,I01546,2026-06-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001494,I01546,2026-04-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T001495,I01546,2026-01-21,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",30,True
T001496,I01549,2026-02-19,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T001497,I01554,2024-06-10,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,True
T001498,I01554,2025-02-19,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T001499,I01558,2026-06-27,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T001500,I01559,2025-01-27,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,True
T001501,I01561,2026-06-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T001502,I01563,2025-12-04,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",3,True
T001503,I01566,2025-03-30,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",30,True
T001504,I01568,2025-05-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T001505,I01569,2025-05-02,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",8,True
T001506,I01570,2025-12-26,electrical,"control board error code 21, replaced the relay, fault cleared",1,True
T001507,I01571,2025-04-24,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T001508,I01572,2025-05-16,user-error,"guard interlock left open, machine correctly refused to start, user error",96,True
T001509,I01574,2026-08-23,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,False
T001510,I01577,2025-08-06,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",1,True
T001511,I01578,2024-07-11,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001512,I01578,2025-03-25,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T001513,I01578,2024-09-10,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T001514,I01580,2025-04-18,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",96,True
T001515,I01584,2025-04-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T001516,I01585,2025-03-29,user-error,"guard interlock left open, machine correctly refused to start, user error",18,True
T001517,I01586,2024-06-28,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001518,I01586,2025-05-20,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T001519,I01586,2025-07-13,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
T001520,I01591,2025-06-07,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001521,I01591,2025-05-31,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,False
T001522,I01592,2025-09-19,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T001523,I01597,2026-03-03,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T001524,I01597,2025-10-18,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T001525,I01598,2025-08-22,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",96,True
T001526,I01600,2025-05-16,wear,"drive wear and vibration, continuous three shift operation since install",96,True
T001527,I01602,2025-08-20,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001528,I01602,2024-12-29,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T001529,I01604,2025-07-29,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,False
T001530,I01605,2024-10-19,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",96,True
T001531,I01605,2025-01-25,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",96,True
T001532,I01606,2025-07-12,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T001533,I01606,2024-09-25,electrical,"control board error code 21, replaced the relay, fault cleared",54,False
T001534,I01608,2025-01-20,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T001535,I01609,2025-02-15,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001536,I01609,2025-07-07,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T001537,I01609,2026-01-12,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T001538,I01610,2024-06-27,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001539,I01611,2025-12-28,user-error,"guard interlock left open, machine correctly refused to start, user error",8,True
T001540,I01614,2026-03-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,False
T001541,I01615,2025-11-27,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T001542,I01615,2025-10-19,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",54,True
T001543,I01617,2026-08-07,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,False
T001544,I01617,2026-09-27,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001545,I01617,2026-09-12,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001546,I01617,2026-09-10,user-error,"guard interlock left open, machine correctly refused to start, user error",18,True
T001547,I01622,2024-08-05,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T001548,I01622,2024-11-07,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,True
T001549,I01624,2024-12-03,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T001550,I01625,2025-10-14,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T001551,I01625,2025-08-25,electrical,"control board error code 21, replaced the relay, fault cleared",12,True
T001552,I01627,2025-08-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T001553,I01627,2025-01-01,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T001554,I01628,2025-11-01,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",30,True
T001555,I01629,2025-03-16,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T001556,I01629,2025-09-11,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T001557,I01631,2024-11-14,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",3,True
T001558,I01632,2026-02-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T001559,I01633,2025-05-26,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,False
T001560,I01633,2025-02-13,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T001561,I01636,2025-10-06,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T001562,I01638,2024-07-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T001563,I01638,2024-07-30,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",40,True
T001564,I01641,2025-12-23,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T001565,I01642,2026-04-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T001566,I01643,2025-04-02,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",4,True
T001567,I01643,2025-05-19,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T001568,I01643,2025-04-20,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T001569,I01643,2025-05-09,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T001570,I01645,2025-02-09,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001571,I01645,2025-09-08,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T001572,I01646,2025-04-20,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T001573,I01646,2025-08-24,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T001574,I01647,2025-10-15,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,False
T001575,I01647,2025-07-01,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",54,True
T001576,I01652,2024-09-30,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",8,True
T001577,I01655,2025-09-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T001578,I01656,2026-02-28,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T001579,I01657,2025-07-31,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",4,True
T001580,I01657,2025-05-31,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",30,True
T001581,I01658,2024-04-30,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T001582,I01659,2025-05-24,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T001583,I01659,2025-05-20,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,False
T001584,I01662,2025-04-02,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T001585,I01662,2024-08-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",4,True
T001586,I01662,2025-01-02,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T001587,I01663,2026-06-18,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",18,True
T001588,I01666,2025-07-16,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",40,True
T001589,I01667,2025-08-13,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
