feedback_id,install,score,body,ts
F000804,I01980,4,"solid machine, support answered quickly when we asked",2025-07-28
F000805,I01981,2,"keeps overheating in summer, not what we were promised on uptime",2025-10-13
F000806,I01986,1,wear parts go faster than expected at our duty cycle,2026-01-11
F000807,I01992,4,"reliable so far, operators like the controls",2024-07-30
F000808,I01993,4,"reliable so far, operators like the controls",2024-10-21
F000809,I01995,5,"solid machine, support answered quickly when we asked",2026-01-06
F000810,I01996,2,support took days to come back to us while the line was stopped,2024-10-12
F000811,I01997,1,wear parts go faster than expected at our duty cycle,2025-10-07
F000812,I02002,5,"runs well, uptime has been excellent since commissioning",2025-11-23
F000813,I02003,3,"too much downtime in hot weather, we lost a shift to it",2025-06-19
F000814,I02004,5,"no complaints, the line has kept pace all quarter",2024-10-16
F000815,I02006,4,"no complaints, the line has kept pace all quarter",2025-01-21
F000816,I02007,5,"reliable so far, operators like the controls",2025-06-15
F000817,I02009,2,"too much downtime in hot weather, we lost a shift to it",2026-09-10
F000818,I02012,5,"reliable so far, operators like the controls",2024-09-02
F000819,I02013,5,"solid machine, support answered quickly when we asked",2026-02-01
F000820,I02017,5,"solid machine, support answered quickly when we asked",2025-06-04
F000821,I02019,3,"keeps overheating in summer, not what we were promised on uptime",2026-07-05
F000822,I02020,1,"too much downtime in hot weather, we lost a shift to it",2025-12-21
F000823,I02025,4,"runs well, uptime has been excellent since commissioning",2025-04-10
F000824,I02028,3,"too much downtime in hot weather, we lost a shift to it",2026-08-18
F000825,I02029,5,"reliable so far, operators like the controls",2025-09-19
F000826,I02032,1,support took days to come back to us while the line was stopped,2025-05-13
F000827,I02037,5,"solid machine, support answered quickly when we asked",2026-02-03
F000828,I02040,2,"keeps overheating in summer, not what we were promised on uptime",2025-08-13
F000829,I02042,5,"solid machine, support answered quickly when we asked",2025-07-10
F000830,I02043,2,support took days to come back to us while the line was stopped,2025-11-23
F000831,I02044,2,support took days to come back to us while the line was stopped,2026-01-13
F000832,I02045,4,"runs well, uptime has been excellent since commissioning",2026-05-08
F000833,I02048,5,"solid machine, support answered quickly when we asked",2026-09-22
F000834,I02049,4,"no complaints, the line has kept pace all quarter",2025-02-09
F000835,I02053,4,"runs well, uptime has been excellent since commissioning",2024-11-15
F000836,I02056,3,"keeps overheating in summer, not what we were promised on uptime",2025-09-14
F000837,I02057,5,"solid machine, support answered quickly when we asked",2025-04-06
F000838,I02062,5,"solid machine, support answered quickly when we asked",2024-10-06
F000839,I02064,5,"no complaints, the line has kept pace all quarter",2025-06-06
F000840,I02065,5,"reliable so far, operators like the controls",2025-07-07
F000841,I02073,5,"runs well, uptime has been excellent since commissioning",2026-04-17
F000842,I02074,1,wear parts go faster than expected at our duty cycle,2025-09-13
F000843,I02078,5,"no complaints, the line has kept pace all quarter",2024-09-22
F000844,I02079,1,"keeps overheating in summer, not what we were promised on uptime",2025-01-02
F000845,I02082,4,"reliable so far, operators like the controls",2025-02-03
F000846,I02083,5,"reliable so far, operators like the controls",2024-12-30
F000847,I02085,4,"solid machine, support answered quickly when we asked",2026-02-03
F000848,I02091,5,"reliable so far, operators like the controls",2025-02-28
F000849,I02093,4,"solid machine, support answered quickly when we asked",2025-06-28
F000850,I02094,4,"no complaints, the line has kept pace all quarter",2025-08-08
F000851,I02097,5,"solid machine, support answered quickly when we asked",2026-02-17
F000852,I02098,4,"runs well, uptime has been excellent since commissioning",2025-04-08
F000853,I02101,5,"solid machine, support answered quickly when we asked",2026-02-01
F000854,I02102,5,"no complaints, the line has kept pace all quarter",2025-06-17
F000855,I02104,1,"keeps overheating in summer, not what we were promised on uptime",2026-05-26
F000856,I02105,2,"keeps overheating in summer, not what we were promised on uptime",2026-04-13
F000857,I02108,5,"no complaints, the line has kept pace all quarter",2025-07-31
F000858,I02109,5,"solid machine, support answered quickly when we asked",2026-09-23
F000859,I02113,5,"solid machine, support answered quickly when we asked",2025-01-29
F000860,I02114,5,"solid machine, support answered quickly when we asked",2025-07-16
F000861,I02122,2,"too much downtime in hot weather, we lost a shift to it",2025-08-03
F000862,I02123,2,support took days to come back to us while the line was stopped,2025-07-29
F000863,I02128,1,"too much downtime in hot weather, we lost a shift to it",2025-08-19
F000864,I02132,4,"no complaints, the line has kept pace all quarter",2026-01-20
F000865,I02134,4,"no complaints, the line has kept pace all quarter",2025-05-30
F000866,I02135,5,"no complaints, the line has kept pace all quarter",2026-07-17
F000867,I02137,1,wear parts go faster than expected at our duty cycle,2026-03-11
F000868,I02140,5,"runs well, uptime has been excellent since commissioning",2025-07-15
F000869,I02143,3,support took days to come back to us while the line was stopped,2026-04-17
F000870,I02145,5,"solid machine, support answered quickly when we asked",2025-02-22
F000871,I02146,5,"solid machine, support answered quickly when we asked",2025-06-26
F000872,I02151,5,"reliable so far, operators like the controls",2025-03-11
F000873,I02154,5,"solid machine, support answered quickly when we asked",2025-12-05
F000874,I02155,1,support took days to come back to us while the line was stopped,2025-12-21
F000875,I02157,5,"solid machine, support answered quickly when we asked",2025-03-30
F000876,I02158,2,wear parts go faster than expected at our duty cycle,2025-12-25
F000877,I02165,2,"too much downtime in hot weather, we lost a shift to it",2026-06-05
F000878,I02168,4,"runs well, uptime has been excellent since commissioning",2026-06-07
F000879,I02171,5,"no complaints, the line has kept pace all quarter",2024-12-30
F000880,I02175,1,support took days to come back to us while the line was stopped,2025-01-25
F000881,I02176,5,"no complaints, the line has kept pace all quarter",2024-07-05
F000882,I02181,1,"too much downtime in hot weather, we lost a shift to it",2026-02-05
F000883,I02182,4,"no complaints, the line has kept pace all quarter",2024-06-30
F000884,I02183,2,wear parts go faster than expected at our duty cycle,2025-12-21
F000885,I02185,2,wear parts go faster than expected at our duty cycle,2025-01-28
F000886,I02189,2,support took days to come back to us while the line was stopped,2026-07-26
F000887,I02190,5,"runs well, uptime has been excellent since commissioning",2025-01-01
F000888,I02191,5,"reliable so far, operators like the controls",2025-04-25
F000889,I02193,5,"solid machine, support answered quickly when we asked",2025-07-13
F000890,I02197,5,"runs well, uptime has been excellent since commissioning",2025-04-26
F000891,I02201,5,"reliable so far, operators like the controls",2025-05-06
F000892,I02210,5,"reliable so far, operators like the controls",2025-09-27
F000893,I02212,2,support took days to come back to us while the line was stopped,2025-07-05
F000894,I02214,5,"runs well, uptime has been excellent since commissioning",2026-07-05
F000895,I02215,5,"solid machine, support answered quickly when we asked",2024-09-04
F000896,I02217,5,"no complaints, the line has kept pace all quarter",2025-05-20
F000897,I02219,2,wear parts go faster than expected at our duty cycle,2025-03-21
F000898,I02221,4,"no complaints, the line has kept pace all quarter",2024-12-18
F000899,I02224,5,"runs well, uptime has been excellent since commissioning",2025-10-20
F000900,I02226,5,"solid machine, support answered quickly when we asked",2025-07-22
F000901,I02228,1,"too much downtime in hot weather, we lost a shift to it",2025-05-31
F000902,I02229,2,wear parts go faster than expected at our duty cycle,2026-07-25
F000903,I02230,2,"keeps overheating in summer, not what we were promised on uptime",2025-03-24
F000904,I02236,2,"keeps overheating in summer, not what we were promised on uptime",2025-06-21
F000905,I02237,5,"runs well, uptime has been excellent since commissioning",2025-08-16
F000906,I02238,5,"runs well, uptime has been excellent since commissioning",2025-05-19
F000907,I02240,3,wear parts go faster than expected at our duty cycle,2025-11-09
F000908,I02241,4,"runs well, uptime has been excellent since commissioning",2025-06-17
F000909,I02242,5,"runs well, uptime has been excellent since commissioning",2025-06-01
F000910,I02245,5,"no complaints, the line has kept pace all quarter",2026-01-28
F000911,I02246,5,"reliable so far, operators like the controls",2026-06-04
F000912,I02248,1,"keeps overheating in summer, not what we were promised on uptime",2025-09-30
F000913,I02249,3,support took days to come back to us while the line was stopped,2026-01-29
F000914,I02250,1,wear parts go faster than expected at our duty cycle,2025-03-09
F000915,I02253,4,"no complaints, the line has kept pace all quarter",2026-01-15
F000916,I02254,3,"keeps overheating in summer, not what we were promised on uptime",2026-01-17
F000917,I02256,5,"reliable so far, operators like the controls",2025-08-02
F000918,I02262,3,"too much downtime in hot weather, we lost a shift to it",2025-11-17
F000919,I02263,5,"runs well, uptime has been excellent since commissioning",2025-06-21
F000920,I02270,5,"runs well, uptime has been excellent since commissioning",2024-07-13
F000921,I02274,5,"reliable so far, operators like the controls",2024-12-23
F000922,I02280,5,"reliable so far, operators like the controls",2024-12-02
F000923,I02282,5,"reliable so far, operators like the controls",2024-12-18
F000924,I02285,5,"solid machine, support answered quickly when we asked",2026-03-17
F000925,I02286,5,"no complaints, the line has kept pace all quarter",2025-09-10
F000926,I02287,5,"solid machine, support answered quickly when we asked",2024-08-22
F000927,I02289,5,"solid machine, support answered quickly when we asked",2026-09-19
F000928,I02292,5,"reliable so far, operators like the controls",2025-01-15
F000929,I02293,4,"runs well, uptime has been excellent since commissioning",2025-02-27
F000930,I02298,2,"keeps overheating in summer, not what we were promised on uptime",2025-04-03
F000931,I02299,4,"no complaints, the line has kept pace all quarter",2026-07-05
F000932,I02301,5,"reliable so far, operators like the controls",2024-12-21
F000933,I02302,1,"keeps overheating in summer, not what we were promised on uptime",2025-10-13
F000934,I02303,3,support took days to come back to us while the line was stopped,2025-07-05
F000935,I02305,5,"solid machine, support answered quickly when we asked",2024-12-08
F000936,I02307,4,"reliable so far, operators like the controls",2024-12-16
F000937,I02308,4,"solid machine, support answered quickly when we asked",2025-08-20
F000938,I02310,4,"reliable so far, operators like the controls",2025-04-28
F000939,I02311,5,"no complaints, the line has kept pace all quarter",2024-10-20
F000940,I02316,4,"reliable so far, operators like the controls",2025-07-26
F000941,I02324,5,"runs well, uptime has been excellent since commissioning",2025-12-05
F000942,I02326,5,"no complaints, the line has kept pace all quarter",2025-01-11
F000943,I02327,4,"reliable so far, operators like the controls",2025-12-04
F000944,I02330,4,"runs well, uptime has been excellent since commissioning",2026-01-15
F000945,I02331,4,"runs well, uptime has been excellent since commissioning",2025-06-01
F000946,I02334,5,"no complaints, the line has kept pace all quarter",2025-05-03
F000947,I02336,4,"runs well, uptime has been excellent since commissioning",2024-10-20
F000948,I02341,3,support took days to come back to us while the line was stopped,2024-05-20
F000949,I02345,1,"keeps overheating in summer, not what we were promised on uptime",2025-05-05
F000950,I02346,5,"no complaints, the line has kept pace all quarter",2025-12-04
F000951,I02353,1,"too much downtime in hot weather, we lost a shift to it",2025-01-17
F000952,I02361,5,"solid machine, support answered quickly when we asked",2025-07-12
F000953,I02365,4,"reliable so far, operators like the controls",2025-08-15
F000954,I02366,1,wear parts go faster than expected at our duty cycle,2026-03-20
F000955,I02368,1,support took days to come back to us while the line was stopped,2025-05-25
F000956,I02369,5,"solid machine, support answered quickly when we asked",2026-03-28
F000957,I02370,1,"too much downtime in hot weather, we lost a shift to it",2026-01-31
F000958,I02371,5,"runs well, uptime has been excellent since commissioning",2024-08-27
F000959,I02372,5,"no complaints, the line has kept pace all quarter",2025-05-27
F000960,I02375,1,wear parts go faster than expected at our duty cycle,2025-07-15
F000961,I02377,5,"no complaints, the line has kept pace all quarter",2025-05-19
F000962,I02380,3,"too much downtime in hot weather, we lost a shift to it",2026-04-22
F000963,I02383,4,"no complaints, the line has kept pace all quarter",2025-09-12
F000964,I02384,2,"keeps overheating in summer, not what we were promised on uptime",2025-08-14
F000965,I02385,1,"keeps overheating in summer, not what we were promised on uptime",2025-09-25
F000966,I02386,5,"solid machine, support answered quickly when we asked",2026-03-25
F000967,I02388,5,"no complaints, the line has kept pace all quarter",2025-09-03
F000968,I02389,4,"runs well, uptime has been excellent since commissioning",2026-07-20
F000969,I02390,5,"no complaints, the line has kept pace all quarter",2026-08-04
F000970,I02396,3,wear parts go faster than expected at our duty cycle,2025-07-26
F000971,I02400,4,"reliable so far, operators like the controls",2025-10-17
F000972,I02401,2,"too much downtime in hot weather, we lost a shift to it",2024-09-02
F000973,I02406,1,"keeps overheating in summer, not what we were promised on uptime",2025-03-20
F000974,I02408,4,"runs well, uptime has been excellent since commissioning",2026-01-26
F000975,I02410,3,"too much downtime in hot weather, we lost a shift to it",2025-01-01
F000976,I02411,4,"reliable so far, operators like the controls",2025-09-23
F000977,I02412,4,"solid machine, support answered quickly when we asked",2025-07-20
F000978,I02414,5,"no complaints, the line has kept pace all quarter",2025-04-28
F000979,I02417,2,wear parts go faster than expected at our duty cycle,2025-12-10
F000980,I02420,5,"reliable so far, operators like the controls",2025-03-26
F000981,I02426,3,"too much downtime in hot weather, we lost a shift to it",2025-08-15
F000982,I02427,1,"too much downtime in hot weather, we lost a shift to it",2024-11-20
F000983,I02428,5,"solid machine, support answered quickly when we asked",2025-04-14
F000984,I02430,4,"no complaints, the line has kept pace all quarter",2025-12-20
F000985,I02432,5,"solid machine, support answered quickly when we asked",2024-12-01
F000986,I02434,4,"runs well, uptime has been excellent since commissioning",2025-01-14
F000987,I02436,4,"no complaints, the line has kept pace all quarter",2025-09-23
F000988,I02437,4,"runs well, uptime has been excellent since commissioning",2026-01-10
F000989,I02439,2,"too much downtime in hot weather, we lost a shift to it",2026-01-16
F000990,I02444,2,wear parts go faster than expected at our duty cycle,2025-11-16
F000991,I02445,4,"runs well, uptime has been excellent since commissioning",2025-08-29
F000992,I02448,4,"no complaints, the line has kept pace all quarter",2024-09-22
F000993,I02449,4,"solid machine, support answered quickly when we asked",2024-12-07
F000994,I02453,4,"no complaints, the line has kept pace all quarter",2025-12-24
F000995,I02461,5,"solid machine, support answered quickly when we asked",2024-11-26
F000996,I02467,4,"reliable so far, operators like the controls",2025-08-11
F000997,I02469,4,"solid machine, support answered quickly when we asked",2025-03-20
F000998,I02475,4,"solid machine, support answered quickly when we asked",2025-08-23
F000999,I02481,4,"no complaints, the line has kept pace all quarter",2024-09-21
F001000,I02487,5,"no complaints, the line has kept pace all quarter",2025-03-02
F001001,I02488,4,"reliable so far, operators like the controls",2025-05-09
F001002,I02492,4,"reliable so far, operators like the controls",2025-04-26
F001003,I02495,5,"runs well, uptime has been excellent since commissioning",2025-11-26
F001004,I02497,1,"keeps overheating in summer, not what we were promised on uptime",2026-03-01
F001005,I02498,5,"runs well, uptime has been excellent since commissioning",2025-09-10
F001006,I02501,5,"solid machine, support answered quickly when we asked",2025-02-13
F001007,I02502,4,"no complaints, the line has kept pace all quarter",2025-11-19
F001008,I02503,5,"reliable so far, operators like the controls",2025-06-09
F001009,I02505,5,"runs well, uptime has been excellent since commissioning",2025-07-14
F001010,I02507,5,"reliable so far, operators like the controls",2024-08-29
F001011,I02509,4,"reliable so far, operators like the controls",2025-12-18
F001012,I02511,4,"no complaints, the line has kept pace all quarter",2026-02-20
F001013,I02512,5,"reliable so far, operators like the controls",2024-07-02
F001014,I02513,4,"runs well, uptime has been excellent since commissioning",2025-11-05
F001015,I02514,3,"too much downtime in hot weather, we lost a shift to it",2026-10-06
F001016,I02515,4,"solid machine, support answered quickly when we asked",2024-12-10
F001017,I02519,4,"solid machine, support answered quickly when we asked",2025-08-13
F001018,I02526,3,"keeps overheating in summer, not what we were promised on uptime",2026-01-02
F001019,I02529,1,wear parts go faster than expected at our duty cycle,2025-06-01
F001020,I02531,2,"keeps overheating in summer, not what we were promised on uptime",2025-12-23
F001021,I02533,5,"runs well, uptime has been excellent since commissioning",2026-03-05
F001022,I02535,5,"runs well, uptime has been excellent since commissioning",2025-09-04
F001023,I02538,5,"no complaints, the line has kept pace all quarter",2026-02-02
F001024,I02539,5,"solid machine, support answered quickly when we asked",2026-01-06
F001025,I02540,5,"runs well, uptime has been excellent since commissioning",2026-08-10
F001026,I02541,4,"runs well, uptime has been excellent since commissioning",2025-03-28
F001027,I02542,5,"no complaints, the line has kept pace all quarter",2026-05-11
F001028,I02543,5,"no complaints, the line has kept pace all quarter",2026-08-31
F001029,I02544,5,"runs well, uptime has been excellent since commissioning",2025-06-21
F001030,I02552,5,"solid machine, support answered quickly when we asked",2026-03-31
F001031,I02556,2,"too much downtime in hot weather, we lost a shift to it",2026-05-15
F001032,I02558,4,"no complaints, the line has kept pace all quarter",2024-12-16
F001033,I02559,5,"reliable so far, operators like the controls",2024-10-04
F001034,I02566,1,"keeps overheating in summer, not what we were promised on uptime",2026-11-22
F001035,I02567,2,support took days to come back to us while the line was stopped,2025-08-05
F001036,I02569,4,"runs well, uptime has been excellent since commissioning",2025-12-25
F001037,I02570,4,"reliable so far, operators like the controls",2026-02-11
F001038,I02571,4,"no complaints, the line has kept pace all quarter",2024-07-23
F001039,I02573,5,"reliable so far, operators like the controls",2024-09-28
F001040,I02575,4,"no complaints, the line has kept pace all quarter",2024-10-01
F001041,I02580,1,support took days to come back to us while the line was stopped,2024-11-30
F001042,I02583,3,"too much downtime in hot weather, we lost a shift to it",2025-07-06
F001043,I02584,1,support took days to come back to us while the line was stopped,2025-06-11
F001044,I02585,4,"solid machine, support answered quickly when we asked",2025-05-09
F001045,I02586,4,"no complaints, the line has kept pace all quarter",2026-04-12
F001046,I02590,2,support took days to come back to us while the line was stopped,2025-03-26
F001047,I02591,2,wear parts go faster than expected at our duty cycle,2025-11-22
F001048,I02592,4,"reliable so far, operators like the controls",2026-02-26
F001049,I02593,5,"solid machine, support answered quickly when we asked",2025-06-15
F001050,I02597,4,"solid machine, support answered quickly when we asked",2026-07-09
F001051,I02598,4,"runs well, uptime has been excellent since commissioning",2025-08-18
F001052,I02603,3,"too much downtime in hot weather, we lost a shift to it",2025-05-12
F001053,I02605,5,"reliable so far, operators like the controls",2024-11-15
F001054,I02607,5,"solid machine, support answered quickly when we asked",2025-06-13
F001055,I02610,4,"runs well, uptime has been excellent since commissioning",2025-06-17
F001056,I02613,4,"runs well, uptime has been excellent since commissioning",2025-12-01
F001057,I02617,5,"solid machine, support answered quickly when we asked",2026-03-21
F001058,I02619,5,"solid machine, support answered quickly when we asked",2025-09-05
F001059,I02621,4,"runs well, uptime has been excellent since commissioning",2025-07-18
F001060,I02623,4,"solid machine, support answered quickly when we asked",2025-12-20
F001061,I02625,5,"solid machine, support answered quickly when we asked",2026-06-01
F001062,I02628,3,"keeps overheating in summer, not what we were promised on uptime",2025-07-22
F001063,I02631,4,"solid machine, support answered quickly when we asked",2025-06-05
F001064,I02637,4,"runs well, uptime has been excellent since commissioning",2025-04-05
F001065,I02639,2,support took days to come back to us while the line was stopped,2026-03-21
F001066,I02641,2,"too much downtime in hot weather, we lost a shift to it",2024-07-07
F001067,I02642,5,"reliable so far, operators like the controls",2026-05-31
F001068,I02645,2,wear parts go faster than expected at our duty cycle,2026-07-17
F001069,I02647,5,"solid machine, support answered quickly when we asked",2026-04-19
F001070,I02648,2,"keeps overheating in summer, not what we were promised on uptime",2026-06-21
F001071,I02649,4,"solid machine, support answered quickly when we asked",2026-02-14
F001072,I02652,3,"too much downtime in hot weather, we lost a shift to it",2026-08-07
F001073,I02653,2,"keeps overheating in summer, not what we were promised on uptime",2025-10-31
F001074,I02655,5,"runs well, uptime has been excellent since commissioning",2025-03-14
F001075,I02656,5,"runs well, uptime has been excellent since commissioning",2025-04-28
F001076,I02658,5,"no complaints, the line has kept pace all quarter",2026-03-30
F001077,I02659,3,"keeps overheating in summer, not what we were promised on uptime",2025-09-28
F001078,I02663,5,"runs well, uptime has been excellent since commissioning",2024-09-09
F001079,I02671,4,"reliable so far, operators like the controls",2026-06-29
F001080,I02676,5,"runs well, uptime has been excellent since commissioning",2025-07-30
F001081,I02678,5,"no complaints, the line has kept pace all quarter",2024-11-08
F001082,I02682,5,"no complaints, the line has kept pace all quarter",2026-04-05
F001083,I02683,4,"reliable so far, operators like the controls",2026-04-18
F001084,I02685,1,support took days to come back to us while the line was stopped,2025-09-14
F001085,I02688,5,"no complaints, the line has kept pace all quarter",2025-05-20
F001086,I02690,5,"runs well, uptime has been excellent since commissioning",2025-06-04
F001087,I02691,4,"reliable so far, operators like the controls",2026-03-21
F001088,I02692,5,"runs well, uptime has been excellent since commissioning",2025-06-05
F001089,I02693,1,wear parts go faster than expected at our duty cycle,2026-03-14
F001090,I02698,5,"runs well, uptime has been excellent since commissioning",2026-04-17
F001091,I02704,5,"solid machine, support answered quickly when we asked",2025-10-07
F001092,I02707,5,"no complaints, the line has kept pace all quarter",2025-10-13
F001093,I02708,5,"solid machine, support answered quickly when we asked",2025-11-21
F001094,I02709,2,support took days to come back to us while the line was stopped,2025-07-10
F001095,I02712,3,support took days to come back to us while the line was stopped,2026-10-19
F001096,I02717,5,"reliable so far, operators like the controls",2025-07-05
F001097,I02719,5,"solid machine, support answered quickly when we asked",2026-03-06
F001098,I02720,5,"reliable so far, operators like the controls",2025-09-18
F001099,I02721,2,support took days to come back to us while the line was stopped,2024-11-13
F001100,I02722,4,"runs well, uptime has been excellent since commissioning",2024-09-19
F001101,I02724,5,"runs well, uptime has been excellent since commissioning",2025-04-28
F001102,I02731,4,"runs well, uptime has been excellent since commissioning",2024-06-29
F001103,I02737,4,"reliable so far, operators like the controls",2025-04-22
F001104,I02740,4,"runs well, uptime has been excellent since commissioning",2025-12-11
F001105,I02749,5,"runs well, uptime has been excellent since commissioning",2026-04-28
F001106,I02754,4,"no complaints, the line has kept pace all quarter",2026-09-15
F001107,I02758,2,wear parts go faster than expected at our duty cycle,2025-11-18
F001108,I02760,5,"reliable so far, operators like the controls",2025-09-03
F001109,I02763,4,"runs well, uptime has been excellent since commissioning",2024-11-13
F001110,I02766,3,wear parts go faster than expected at our duty cycle,2026-04-13
F001111,I02769,5,"solid machine, support answered quickly when we asked",2025-04-15
F001112,I02770,4,"solid machine, support answered quickly when we asked",2025-02-10
F001113,I02772,1,"too much downtime in hot weather, we lost a shift to it",2025-11-24
F001114,I02776,4,"reliable so far, operators like the controls",2026-01-27
F001115,I02779,1,wear parts go faster than expected at our duty cycle,2025-11-25
F001116,I02780,5,"no complaints, the line has kept pace all quarter",2025-07-27
F001117,I02782,1,"keeps overheating in summer, not what we were promised on uptime",2026-09-12
F001118,I02783,4,"solid machine, support answered quickly when we asked",2026-08-05
F001119,I02785,5,"runs well, uptime has been excellent since commissioning",2025-10-31
F001120,I02786,1,wear parts go faster than expected at our duty cycle,2025-12-24
F001121,I02787,5,"solid machine, support answered quickly when we asked",2025-06-25
F001122,I02789,5,"no complaints, the line has kept pace all quarter",2025-09-09
F001123,I02792,3,support took days to come back to us while the line was stopped,2025-10-10
F001124,I02794,5,"runs well, uptime has been excellent since commissioning",2025-08-01
F001125,I02795,1,"keeps overheating in summer, not what we were promised on uptime",2026-04-25
F001126,I02796,5,"solid machine, support answered quickly when we asked",2025-03-22
F001127,I02797,2,"too much downtime in hot weather, we lost a shift to it",2026-05-02
F001128,I02805,5,"runs well, uptime has been excellent since commissioning",2024-09-02
F001129,I02806,1,"too much downtime in hot weather, we lost a shift to it",2025-06-22
F001130,I02808,1,support took days to come back to us while the line was stopped,2026-02-06
F001131,I02813,4,"no complaints, the line has kept pace all quarter",2025-02-21
F001132,I02815,2,wear parts go faster than expected at our duty cycle,2025-08-05
F001133,I02819,4,"solid machine, support answered quickly when we asked",2025-07-29
F001134,I02821,4,"no complaints, the line has kept pace all quarter",2026-03-28
F001135,I02822,2,support took days to come back to us while the line was stopped,2025-12-14
F001136,I02826,5,"runs well, uptime has been excellent since commissioning",2025-11-14
F001137,I02828,5,"reliable so far, operators like the controls",2025-02-20
F001138,I02829,5,"reliable so far, operators like the controls",2025-04-22
F001139,I02832,5,"reliable so far, operators like the controls",2025-08-06
F001140,I02835,2,"too much downtime in hot weather, we lost a shift to it",2026-02-04
F001141,I02836,5,"runs well, uptime has been excellent since commissioning",2026-02-21
F001142,I02842,4,"reliable so far, operators like the controls",2025-01-29
F001143,I02843,5,"solid machine, support answered quickly when we asked",2025-06-28
F001144,I02844,3,"too much downtime in hot weather, we lost a shift to it",2025-10-09
F001145,I02846,5,"no complaints, the line has kept pace all quarter",2025-07-27
F001146,I02851,2,"too much downtime in hot weather, we lost a shift to it",2026-02-27
F001147,I02852,5,"reliable so far, operators like the controls",2026-10-28
F001148,I02853,4,"solid machine, support answered quickly when we asked",2025-02-23
F001149,I02854,4,"solid machine, support answered quickly when we asked",2025-07-27
F001150,I02856,4,"no complaints, the line has kept pace all quarter",2025-06-12
F001151,I02858,5,"no complaints, the line has kept pace all quarter",2026-02-26
F001152,I02861,3,"too much downtime in hot weather, we lost a shift to it",2025-10-30
F001153,I02862,2,support took days to come back to us while the line was stopped,2026-04-04
F001154,I02863,2,support took days to come back to us while the line was stopped,2025-04-03
F001155,I02865,2,"keeps overheating in summer, not what we were promised on uptime",2025-05-09
F001156,I02867,1,"keeps overheating in summer, not what we were promised on uptime",2025-11-05
F001157,I02870,2,wear parts go faster than expected at our duty cycle,2025-07-23
F001158,I02874,4,"reliable so far, operators like the controls",2026-10-13
F001159,I02875,4,"solid machine, support answered quickly when we asked",2026-01-10
F001160,I02876,4,"no complaints, the line has kept pace all quarter",2025-06-14
F001161,I02877,5,"solid machine, support answered quickly when we asked",2026-02-27
F001162,I02880,5,"runs well, uptime has been excellent since commissioning",2024-08-29
F001163,I02883,4,"no complaints, the line has kept pace all quarter",2024-06-22
F001164,I02884,5,"solid machine, support answered quickly when we asked",2025-10-30
F001165,I02885,4,"reliable so far, operators like the controls",2024-08-13
F001166,I02886,5,"runs well, uptime has been excellent since commissioning",2024-07-03
F001167,I02887,1,support took days to come back to us while the line was stopped,2025-04-29
F001168,I02899,5,"runs well, uptime has been excellent since commissioning",2024-12-25
F001169,I02909,3,support took days to come back to us while the line was stopped,2024-12-04
F001170,I02911,3,"keeps overheating in summer, not what we were promised on uptime",2024-12-23
F001171,I02912,5,"reliable so far, operators like the controls",2024-11-30
F001172,I02914,3,wear parts go faster than expected at our duty cycle,2026-01-05
F001173,I02915,2,support took days to come back to us while the line was stopped,2025-02-20
F001174,I02917,4,"solid machine, support answered quickly when we asked",2026-01-28
F001175,I02919,4,"no complaints, the line has kept pace all quarter",2025-03-08
F001176,I02920,5,"runs well, uptime has been excellent since commissioning",2025-09-09
F001177,I02922,1,"keeps overheating in summer, not what we were promised on uptime",2024-09-03
F001178,I02925,4,"no complaints, the line has kept pace all quarter",2025-05-07
F001179,I02928,5,"no complaints, the line has kept pace all quarter",2025-05-19
F001180,I02930,5,"solid machine, support answered quickly when we asked",2025-08-16
F001181,I02933,5,"solid machine, support answered quickly when we asked",2026-05-07
F001182,I02937,3,"keeps overheating in summer, not what we were promised on uptime",2025-11-17
F001183,I02938,5,"no complaints, the line has kept pace all quarter",2025-11-16
F001184,I02939,4,"solid machine, support answered quickly when we asked",2025-08-03
F001185,I02941,3,wear parts go faster than expected at our duty cycle,2026-06-06
F001186,I02942,3,support took days to come back to us while the line was stopped,2025-12-16
F001187,I02945,5,"solid machine, support answered quickly when we asked",2025-04-22
F001188,I02948,5,"runs well, uptime has been excellent since commissioning",2026-03-22
F001189,I02949,1,support took days to come back to us while the line was stopped,2025-06-11
F001190,I02950,4,"solid machine, support answered quickly when we asked",2026-02-11
F001191,I02954,1,"keeps overheating in summer, not what we were promised on uptime",2026-07-11
F001192,I02957,1,wear parts go faster than expected at our duty cycle,2025-02-21
F001193,I02958,1,support took days to come back to us while the line was stopped,2025-09-19
F001194,I02960,1,"keeps overheating in summer, not what we were promised on uptime",2025-11-24
F001195,I02963,4,"no complaints, the line has kept pace all quarter",2025-05-02
F001196,I02964,4,"reliable so far, operators like the controls",2026-03-05
F001197,I02967,5,"no complaints, the line has kept pace all quarter",2026-04-01
F001198,I02968,5,"runs well, uptime has been excellent since commissioning",2025-12-30
F001199,I02970,2,"too much downtime in hot weather, we lost a shift to it",2025-12-07
F001200,I02972,3,support took days to come back to us while the line was stopped,2026-02-21
F001201,I02973,5,"runs well, uptime has been excellent since commissioning",2026-03-08
F001202,I02975,4,"runs well, uptime has been excellent since commissioning",2026-02-09
F001203,I02978,5,"runs well, uptime has been excellent since commissioning",2025-08-31
F001204,I02981,4,"no complaints, the line has kept pace all quarter",2025-07-12
